フレンズID,わざ種別,効果種別,威力,対象,条件,効果ターン,発動率,発動回数,備考
セイリュウ,とくせい,回復,0.4,自身,たいりょくが40%以下になったとき,-,-,1回,
ロバ,けものミラクル,回復,0.4,味方全体,-,-,-,-,
ロバ,たいきスキル,回復,0.1,味方全体,-,-,1,2回,
トド,たいきスキル,回復,0.05,自身,-,-,0.7,∞,
ケルベロス,たいきスキル,回復,0.1,自身,-,-,1,2回,
フォークランドカラカラ,たいきスキル,回復,0.1,自身,-,-,1,2回,
パラケラテリウム,けものミラクル,回復,0.28,味方全体,-,-,-,-,
タチコマ type-S,たいきスキル,回復,0.3,自身,-,-,1,1回,
イヌガミギョウブ,とくせい,回復,0.12,自身,自身がどく状態のとき,-,-,-,
イエイヌ（シベリアンハスキー）,たいきスキル,回復,0.1,味方全体,フレンドリー属性の味方,-,1,2回,
ノドグロミツオシエ,たいきスキル,回復,0.13,味方全体,ラブリー属性の味方,-,0.7,2回,
ノドグロミツオシエ,けものミラクル,回復,0.4,味方全体,-,-,-,-,
アゴヒゲアザラシ,キセキとくせい,回復,0.25,自身を除く~~味方全体,マイペース属性の味方~~自身のたいりょくが30%以下になったとき,-,-,1回,
ニワトリ,たいきスキル,回復,0.1,自身,-,-,0.6,3回,
オオウミガラス,けものミラクル,回復,0.28,味方全体,-,-,-,-,
ヤタガラス,たいきスキル,回復,0.1,自身,-,-,1,3回,
ウィッチ,キセキとくせい,回復,1,自身,ギブアップ中ではない味方が3人以下,-,-,1回,
インドオオカミ,とくせい,回復,0.2,味方全体,たいりょく50%以下,-,-,1回,
ゴリラ,たいきスキル,回復,0.15,自身,-,-,0.3,∞,
ヒョウ,たいきスキル,回復,0.04,自身,-,-,1,∞,
ハブ,とくせい,回復,0.3,自身,たいりょく30%以下,-,-,1回,
ビャッコ,たいきスキル,回復,0.5,自身,-,-,1,1回,
ドール(黄緑),たいきスキル,回復,0.2,味方全体,-,-,1,1回,
ミーアキャット(桃),キセキとくせい,回復,0.1,自身,味方ギブアップ時,-,-,4回,
ヤク,たいきスキル,回復,0.15,味方全体,-,-,1,2回,
ニホンカワウソ,けものミラクル,回復,0.4,味方全体,-,-,-,-,
ホルスタイン,けものミラクル,回復,0.14,味方全体,-,-,-,-,
ホルスタイン,たいきスキル,回復,0.22,最もたいりょく割合の低い味方単体,-,-,0.7,∞,
ホルスタイン,キセキとくせい,回復,0.2,味方全体,自身ギブアップ時,-,-,1回,
ミミィサーバル,たいきスキル,回復,0.3,自身,-,-,1,2回,
クロヒョウ,たいきスキル,回復,0.1,自身,-,-,0.4,∞,
リョコウバト,けものミラクル,回復,0.4,味方全体,-,-,-,-,
スカイフィッシュ,たいきスキル,回復,0.3,自身,-,-,1,1回,
インドゾウ,けものミラクル,回復,0.4,味方全体,-,-,-,-,
コツメカワウソ(黄緑),キセキとくせい,回復,0.4,味方全体,アクティブ属性の味方~~たいりょく40%以下,-,-,1回,
シーサー・ライト,けものミラクル,回復,0.17,味方全体,-,-,-,-,
シーサー・ライト,とくせい,回復,0.25,自身,たいりょく40%以下,-,-,1回,
コディアックヒグマ,たいきスキル,回復,0.2,味方全体,-,-,1,1回,
イエイヌ（雑種）,とくせい,回復,0.2,自身,たいりょく30%以下,-,-,1回,
ダチョウ(赤),たいきスキル,回復,0.15,最もたいりょく割合の低い味方単体,-,-,1,2回,
パフィン,たいきスキル,回復,0.4,自身,-,-,1,1回,
ブタ,けものミラクル,回復,0.4,味方全体,-,-,-,-,
アリツカゲラ,とくせい,回復,0.2,味方全体,アクティブ属性の味方~~たいりょく30%以下,-,-,1回,
プロングホーン,たいきスキル,回復,0.1,自身,-,-,1,3回,
シナウスイロイルカ,けものミラクル,回復,0.5,味方全体,-,-,-,-,
オオフウチョウ,キセキとくせい,回復,0.4,自身,たいりょく30%以下,-,-,1回,
フタコブラクダ,けものミラクル,回復,0.28,味方全体,-,-,-,-,
フタコブラクダ,たいきスキル,回復,0.2,自身,-,-,0.7,2回,
ジェンツーペンギン,けものミラクル,回復,0.25,味方全体,-,-,-,-,
ジェンツーペンギン,たいきスキル,回復,0.12,最もたいりょく割合の低い味方単体,-,-,1,3回,
ジェンツーペンギン,とくせい,回復,0.3,味方全体,自身ギブアップ時,-,-,1回,
ホワイトライオン,たいきスキル,回復,0.15,自身,-,-,1,3回,
タヌキ,とくせい,回復,0.2,自身,たいりょく30%以下,-,-,1回,
カピバラ,けものミラクル,回復,0.6,自身,-,-,-,-,
カピバラ,たいきスキル,回復,0.2,味方全体,アクティブ属性の味方,-,1,1回,
ピーチパンサー,たいきスキル,回復,0.15,味方全体,-,-,1,2回,
アフリカニシキヘビ,とくせい,回復,0.3,自身,たいりょく30%以下,-,-,1回,
アルパカ・ワカイヤ,キセキとくせい,回復,0.25,味方全体,ラブリー属性の味方~~たいりょく50%以下,-,-,1回,
ライオン,たいきスキル,回復,0.5,自身,-,-,0.8,1回,
シロナガスクジラ,キセキとくせい,回復,0.4,自身,たいりょく25%以下,-,-,1回,
フェネック,けものミラクル,回復,0.48,味方全体,-,-,-,-,
ロイヤルペンギン,たいきスキル,回復,0.12,最もたいりょく割合の低い味方単体,-,-,1,3回,
トナカイ,けものミラクル,回復,0.39,味方全体,-,-,-,-,
コツメカワウソ,とくせい,回復,0.25,自身,たいりょく30%以下,-,-,1回,
オグロプレーリードッグ,たいきスキル,回復,0.1,自身,-,-,0.5,4回,
オグロプレーリードッグ,とくせい,回復,0.2,味方全体,自身ギブアップ時,-,-,1回,
アフリカゾウ,なないろとくせい,回復,0.3,自身,たいりょくが20%~~以下になったとき,-,-,1回,
アフリカゾウ,とくせい,回復,0.25,自身,たいりょく30%以下,-,-,1回,
マイルカ,けものミラクル,回復,0.36,味方全体,-,-,-,-,
サバンナシマウマ,けものミラクル,回復,0.14,味方全体,-,-,-,-,
サバンナシマウマ,たいきスキル,回復,0.12,最もたいりょく割合の低い味方単体,-,-,0.7,3回,
ミナミコアリクイ,とくせい,回復,0.3,自身,たいりょく20%以下,-,-,1回,
ダチョウ,キセキとくせい,回復,0.15,味方全体,たいりょく30%以下,-,-,1回,
カワラバト,けものミラクル,毎ターン回復,0.24,味方全体,-,3ターン~~(2回),-,-,必要MP110
イエイヌ（シベリアンハスキー）,なないろとくせい,毎ターン回復,0.03,自身,-,-,-,-,
フクロミツスイ,キセキとくせい,毎ターン回復,0.01,味方全体,ラブリー属性の味方~~自身が状態異常でない,-,-,-,
スカイフィッシュ,なないろとくせい,毎ターン回復,0.03,自身,-,-,-,-,
オカピ,なないろとくせい,毎ターン回復,0.03,自身,-,-,-,-,
ホッキョクオオカミ,なないろとくせい,毎ターン回復,0.03,味方全体,マイペース属性の味方,-,-,-,
ホッキョクウサギ,なないろとくせい,毎ターン回復,0.02,味方全体,ラブリー属性の味方,-,-,-,
黒龍,キセキとくせい,毎ターン回復,0.05,自身を除く~~味方全体,自身がギブアップ状態でない,-,-,-,
ホワイトサーバル(桃),キセキとくせい,毎ターン回復,0.02,自身を除く~~味方全体,ラブリー、ファニー属性の味方~~自身がギブアップ状態でない,-,-,-,
マネキネコ,キセキとくせい,毎ターン回復,0.02,味方全体,ラブリー属性の味方~~自身がギブアップ状態でない,-,-,-,
ハクトウワシ,なないろとくせい,毎ターン回復,0.05,自身,たいりょくが50%以下,-,-,-,
ビャッコ,なないろとくせい,毎ターン回復,0.05,自身,-,-,-,-,
ドール,なないろとくせい,毎ターン回復,0.04,自身,-,-,-,-,
アムールトラ,なないろとくせい,毎ターン回復,0.03,自身,-,-,-,-,
ニホンザル,なないろとくせい,毎ターン回復,0.03,味方全体,フレンドリー属性の味方,-,-,-,
ニルガイ,とくせい,毎ターン回復,0.03,自身,-,-,-,-,
イエネコ,なないろとくせい,毎ターン回復,0.03,自身,-,-,-,-,
イリエワニ,なないろとくせい,毎ターン回復,0.07,自身,地形がみずべ,-,-,-,
シーサーバル・ライト,なないろとくせい,毎ターン回復,0.03,自身,-,-,-,-,
ボルネオゾウ,キセキとくせい,毎ターン回復,0.01,自身を除く~~味方全体,アクティブ属性の味方~~たいりょく70%以上,-,-,-,
シャチ,なないろとくせい,毎ターン回復,0.04,味方全体,ギブアップしていない味方が5人,-,-,-,
バンドウイルカ,なないろとくせい,毎ターン回復,0.03,自身,地形がみずべ,-,-,-,
赤龍,とくせい,毎ターン回復,0.05,味方全体,-,-,-,-,
サバンナシマウマ,なないろとくせい,毎ターン回復,0.1,味方全体,自身がギブアップ状態でない,-,-,-,
マナティー,キセキとくせい,毎ターン回復,0.02,自身を除く~~味方全体,自身のたいりょくが50%以上,-,-,-,
マナティー,たいきスキル,毎ターン回復,0.04,自身を除く~~味方全体,-,4ターン~~(3回),0.7,3回,
サバンナセンザンコウ,たいきスキル,毎ターン回復,0.05,自身,-,4ターン~~(3回),1,1回,
サバンナセンザンコウ,けものミラクル,毎ターン回復,0.39,自身,-,2ターン~~(1回),-,-,必要MP90
セイリュウ,なないろとくせい,毎ターン回復,0.04,自身を除く~~味方全体,自身がギブアップ状態でない,-,-,-,
オーストラリアデビル,なないろとくせい,毎ターン回復,0.03,味方全体,フレンドリー、ラブリー~~属性の味方,-,-,-,
ギロロ,キセキとくせい,毎ターン回復,0.1,自身,ギブアップ中ではない~~味方が1人,-,-,-,
日向夏美,とくせい,毎ターン回復,0.05,味方全体,ファニー属性の味方,-,-,-,
日向夏美,けものミラクル,毎ターン回復,0.29,自身,-,2ターン~~(1回),-,-,必要MP140
ステラーカイギュウ,キセキとくせい,毎ターン回復,0.04,自身,自身のたいりょくが~~80%以下,-,-,-,
カピバラ,なないろとくせい,毎ターン回復,0.02,自身,-,-,-,-,
カリフォルニアラッコ,なないろとくせい,毎ターン回復,0.01,味方全体,-,-,-,-,
エリマキトカゲ,とくせい,毎ターン回復,0.05,自身,自身がひやひや状態,-,-,-,
コモドドラゴン(桃),とくせい,毎ターン回復,0.1,自身,自身がどく状態,-,-,-,
コモドドラゴン(桃),キセキとくせい,毎ターン回復,0.03,自身,-,-,-,-,
インドシナウォータードラゴン,キセキとくせい,毎ターン回復,0.02,自身,-,-,-,-,
ワオキツネザル,たいきスキル,毎ターン回復,0.02,自身,-,6ターン~~(5回),1,3回,
アフリカゾウ,キセキとくせい,毎ターン回復,0.02,自身を除く~~味方全体,-,-,-,-,
コツメカワウソ,なないろとくせい,毎ターン回復,0.03,自身,-,-,-,-,
ニホンジカ,とくせい,毎ターン回復,0.03,自身,たいりょく50%以下,-,-,-,
ダイトウオオコウモリ,とくせい,毎ターン回復,0.02,味方全体,ファニー属性の味方,-,-,-,
ヤマバク,キセキとくせい,毎ターン回復,0.04,自身,-,-,-,-,
ヤマバク,キセキとくせい,毎ターン回復,0.04,自身,ステージの時間が夜,-,-,-,
スカイフィッシュ(水),とくせい,毎ターン回復,0.03,自身,-,-,-,-,
オグロヌー,なないろとくせい,毎ターン回復,0.03,自身,-,-,-,-,
クビワペッカリー,けものミラクル,毎ターン回復,0.09,味方全体,ラブリー属性の味方,3ターン~~(2回),-,-,必要MP80
ジェンツーペンギン,なないろとくせい,毎ターン回復,0.02,味方全体,-,-,-,-,
ジェンツーペンギン,なないろとくせい,毎ターン回復,0.02,味方全体,ラブリー属性の味方~~自身のたいりょくが50%以下,-,-,-,
ピューマ,たいきスキル,毎ターンMP増加,5,自身,-,4ターン~~(3回),1,3回,
N・ハイランドワイルドドッグ,キセキとくせい,毎ターン回復,0.03,味方全体,マイペース属性の味方,-,-,-,
パンサーカメレオン,なないろとくせい,毎ターン回復,0.03,自身,たいりょくが90%以下,-,-,-,
メンダコ,とくせい,毎ターン回復,0.1,自身,-,-,-,-,
ダチョウ,なないろとくせい,毎ターン回復,0.03,味方全体,リラックス属性の味方~~ギブアップ中ではない味方が3人以上,-,-,-,
ライオン(水),キセキとくせい,毎ターン回復,0.07,自身,強敵出現wave,-,-,-,
シロクジャク,たいきスキル,毎ターン回復,0.05,自身,-,4ターン~~(3回),1,1回,
シロクジャク,とくせい,毎ターン回復,0.02,自身,-,-,-,-,
シロクジャク,キセキとくせい,毎ターン回復,0.03,自身,-,-,-,-,
ロバ,なないろとくせい,毎ターン回復,0.05,自身,-,-,-,-,
パフィン,なないろとくせい,毎ターン回復,0.05,自身,-,-,-,-,
マンモス,なないろとくせい,毎ターン回復,0.05,味方全体,ギブアップ中ではない味方が5人,-,-,-,
アフリカオオコノハズク,なないろとくせい,毎ターン回復,0.02,自身,-,-,-,-,
アフリカオオコノハズク(青),とくせい,毎ターン回復,0.03,自身,-,-,-,-,
ワシミミズク(水),とくせい,毎ターン回復,0.02,味方全体,自身がギブアップ状態でない,-,-,-,
フタコブラクダ,キセキとくせい,毎ターン回復,0.02,味方全体,ギブアップ中ではない味方が2人以上~~ファニー、マイペース属性の味方,-,-,-,
オグロプレーリードッグ,キセキとくせい,毎ターン回復,0.01,自身,たいりょくが80%以下,-,-,-,
ハヤブサ,たいきスキル,毎ターン回復,0.05,自身,-,7ターン~~(6回),1,1回,
エトピリカ,キセキとくせい,毎ターン回復,0.02,味方全体,自身がギブアップ状態ではない~~ファニー属性の味方,-,-,-,
アリサ=サザンクロス,キセキとくせい,毎ターン回復,0.1,自身,-,-,-,-,
アカギツネ(青),とくせい,毎ターン回復,0.05,自身,-,-,-,-,
アカギツネ(青),けものミラクル,毎ターン回復,0.25,味方全体,-,2ターン~~(1回),-,-,必要MP120
アカミミガメ,キセキとくせい,毎ターン回復,0.05,自身,ステージの時間が昼でない,-,-,-,
