レア度,フォト名,属性,入手,実装日,ページURL,イラストレーター名,変化前アイコンURL,変化後アイコンURL,とくせい(変化前),とくせい(変化後),Lv.1たいりょく,Lv.1こうげき,Lv.1まもり,変化前たいりょく,変化前こうげき,変化前まもり,変化後たいりょく,変化後こうげき,変化後まもり,,EOH
4,雨と光と,足跡,限定~~課金パック,2023/06/26,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/HQNC1CwVMD.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/mZMklBvCOF.png,バトル開始時に味方全体のMPが13増加する~~さらに自身の与ダメージが6%増加する,バトル開始時に味方全体のMPが&color(red){15}増加する~~さらに自身の与ダメージが&color(red){8%}増加する,137,467,80,331,1130,193,411,1401,240,,
3,暑いねぇ～,青,限定~~イベ報酬,2023/06/29,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/yqfRm3Cwpc.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/iqyPoYiQJS.png,地形がサバンナの場合~~自身の被ダメージが5%減少し~~毎ターンたいりょくが3%回復する,地形がサバンナの場合~~自身の被ダメージが&color(red){7%}減少し~~毎ターンたいりょくが&color(red){4%}回復する,204,167,275,473,387,638,612,501,825,,
4,わんモア・メロディ♪,足跡,限定,2023/06/29,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/MBskJ47UmN.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/2RzfHqff0l.png,自身の「Beat!!!」の与ダメージが7%増加する~~さらにたいりょくが50%以下のとき~~味方全体の与ダメージが3%増加する,自身の「Beat!!!」の与ダメージが&color(red){9%}増加する~~さらにたいりょくが50%以下のとき~~味方全体の与ダメージが&color(red){4%}増加する,207,374,185,501,905,446,621,1122,553,,
4,ちいさな願いごと,青,限定,2023/07/06,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/UmtbghzQ1r.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/UIapX8f46d.jpg,ステージの時間が夜の場合~~自身の与ダメージが9%増加し~~毎ターンMPが3増加する,ステージの時間が夜の場合~~自身の与ダメージが&color(red){10%}増加し~~毎ターンMPが&color(red){5}増加する,367,317,187,888,767,452,1101,951,561,,
3,なでなでご利益♪,青,限定~~イベ報酬,2023/07/27,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/WoGH51L6x9.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/4YrwxkgFNP.png,自身のたいりょくが50%以下になったとき~~高確率ですやすや状態になる(3ターン)~~(発動回数:1回)~~さらに自身がすやすや状態のとき~~味方全体の与ダメージが8%増加する,自身のたいりょくが50%以下になったとき~~高確率ですやすや状態になる(3ターン)~~(発動回数:1回)~~さらに自身がすやすや状態のとき~~味方全体の与ダメージが&color(red){10%}増加する,344,79,334,798,183,775,1032,237,1002,,
4,ひっそり？どっきり！,足跡,限定,2023/07/27,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/JGVYJ2muO3.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/NqwBipGsz6.png,自身の与ダメージが5%増加し~~&color(#0075c8){自身のたいりょくが50%以下のとき}~~相手全体の与ダメージを5%減少させる,自身の与ダメージが&color(red){7%}増加し~~相手全体の与ダメージを5%減少させる,277,322,227,670,779,549,831,966,681,,
4,もっと高く！,青,限定,2023/08/03,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/iSyeDlMjne.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/hYsJpy4LUt.jpg,自身のたいりょくが100%以上かつ~~自身が状態異常にかかっていないとき~~自身の与ダメージと攻撃命中率が10%増加する,自身のたいりょくが100%以上かつ~~自身が状態異常にかかっていないとき~~自身の与ダメージと攻撃命中率が&color(red){12%}増加する,209,371,189,505,897,456,627,1113,565,,
3,やっと会えたね,足跡,配布,2023/08/10,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/GzRnDioq7y.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/kv0dZZJevR.jpg,自身の与ダメージが5％増加する,自身の与ダメージが5％増加する~~&color(red){さらに毎ターンプラズムチャージの効果が1回追加される},237,175,117,550,405,271,711,524,351,,
3,あったかぽかぽか,青,限定~~イベ報酬,2023/08/17,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/ALfbYpOIdY.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/JGi0qkOlXD.jpg,&color(#0075c8){自身のたいりょくが50%以上のとき}~~自身の被ダメージが5%減少し~~たいりょく回復量が5%増加する,自身の被ダメージが&color(red){6%}減少し~~たいりょく回復量が&color(red){6%}増加する,304,109,309,705,253,717,912,327,927,,
4,のんほい夕暮れだに,足跡,限定,2023/08/17,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/IG8h5smzHr.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/I0T2tMGPvo.jpg,味方全体の与ダメージが3%増加する~~さらに毎ターン自身のたいりょくが3％回復する,味方全体の与ダメージが&color(red){4%}増加する~~さらに毎ターン自身のたいりょくが&color(red){4％}回復する,237,291,297,573,704,718,711,873,891,,
4,わたしたちとあそぼ♡,足跡,限定~~課金パック,2023/08/24,https://seesaawiki.jp/kemono_friends3_5ch/d/%A4%EF%A4%BF%A4%B7%A4%BF%A4%C1%A4%C8%A4%A2%A4%BD%A4%DC%26%239825%3B,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/4B0fm1MoQ2.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/8gXYJeGAj3.png,自身の攻撃命中率が8%増加する,自身の攻撃命中率が8%増加する~~&color(red){さらに毎ターンMPが7増加する},235,335,239,568,810,578,705,1005,717,,
4,ツイツイ♪負けないだう！,足跡,限定,2023/08/31,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/_NUpjtjBzv.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/lzzcjiK4jT.png,自身の与ダメージが5％増加し、かいひが3％増加する~~さらに地形がみずべの場合、毎ターン自身のたいりょくが2％回復する,自身の与ダメージが&color(red){6％}増加し、かいひが&color(red){4％}増加する~~さらに地形がみずべの場合、毎ターン自身のたいりょくが&color(red){3％}回復する,139,315,313,335,762,757,415,945,939,,
3,やさしくお手入れ,足跡,限定~~イベ報酬,2023/08/31,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/GOe0qpqArt.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/OLjeQdtiM3.png,自身の与ダメージが4％増加し~~毎ターンたいりょくが2％回復する,自身の与ダメージが&color(red){5％}増加し~~毎ターンたいりょくが&color(red){3％}回復する,163,235,193,378,545,448,489,704,579,,
4,今日もあなたと！,青,限定,2023/09/07,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/7lMYjGKjWq.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/qWzeu9Jy9t.png,ギブアップ中ではない味方が5人の場合~~自身の与ダメージが4%増加し~~自身を除く味方全体の与ダメージが2%増加する,ギブアップ中ではない味方が5人の場合~~自身の与ダメージが&color(red){5%}増加し~~自身を除く味方全体の与ダメージが&color(red){3%}増加する,77,337,312,186,815,755,231,1011,936,,
4,すてきなにおいに包まれて,足跡,限定,2023/09/14,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/_PJKseoc5b.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/6rzi3588du.jpg,自身の与ダメージが5％増加し、被ダメージが5％減少する~~さらに毎ターン自身のたいりょくが3％回復する,自身の与ダメージが&color(red){6％}増加し、被ダメージが&color(red){6％}減少する~~さらに毎ターン自身のたいりょくが&color(red){3％}回復する,419,183,365,1014,442,883,1257,549,1095,,
3,きらめく☆ドリームレイン,青,限定~~イベ報酬,2023/09/23,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Qnyn7oQ_jh.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/PWCYVpnZ5v.jpg,ギブアップしていない味方が3人以上のとき~~味方全体の与ダメージが2％増加する,ギブアップしていない味方が3人以上のとき~~味方全体の与ダメージが&color(red){4％}増加する,203,170,232,471,394,538,609,510,696,,
4,サバンナのよる,青,限定,2023/09/23,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/HwVzhRcLHk.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/BhpCIcDDG5.jpg,自身のたいりょくが50％以上のとき~~自身の与ダメージが8％増加し、かいひが5％増加する,自身のたいりょくが50％以上のとき~~自身の与ダメージが&color(red){10％}増加し、かいひが&color(red){5％}増加する,205,301,298,496,728,721,615,903,894,,
4,みんなでしゅっぱつ♪,足跡,限定~~課金パック,2023/09/24,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/MoS8tazSi9.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/FPRgDKK8Yi.jpg,自身の与ダメージが8％増加する~~さらにバトル開始時、自身のMPが12増加する,&color(red){味方全体}の与ダメージが8％増加する~~さらにバトル開始時、&color(red){味方全体}のMPが12増加する,323,238,332,781,576,803,969,714,996,,
4,ポケットの中は…,足跡,限定,2023/10/05,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/2oCLimZ5RJ.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/UNyOjetsDy.jpg,自身の与ダメージが4％増加し~~自身を除く味方全体の被ダメージが4％減少する,自身の与ダメージが&color(red){5％}増加し~~自身を除く味方全体の被ダメージが&color(red){5％}減少する,85,323,329,205,781,796,255,969,987,,
3,覇者の反撃,青,限定~~イベ報酬,2023/10/05,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/_xwuNSa6y2.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/u5IM8z_lTF.jpg,自身が状態異常のとき、~~自身の与ダメージが5％増加し、被ダメージが3％減少する,自身が状態異常のとき、~~自身の与ダメージが&color(red){6％}増加し、被ダメージが&color(red){4％}減少する,203,263,127,471,610,294,609,789,381,,
4,ひょいひょいっとね♪,青,限定,2023/10/12,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/OPx9zENIBr.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/nNvrE01Eau.jpg,自身のたいりょくが80％以上のとき~~自身のかいひが5％増加し~~アクティブ(黄緑)属性の相手に与えるダメージが7％増加する,自身のたいりょくが&color(red){80％}以上のとき~~自身のかいひが&color(red){6％}増加し~~アクティブ(黄緑)属性の相手に与えるダメージが&color(red){8％}増加する,326,341,171,789,825,413,978,1023,513,,
4,リボンえらび,足跡,限定,2023/11/02,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/zziwqdCL39.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/bi5HXb2bl9.jpg,自身が狙われやすくなり~~かいひが5％増加する,自身が狙われやすくなり~~かいひが&color(red){7％}増加する,333,260,292,805,629,706,999,780,876,,
3,これからも、たくさん,青,限定~~イベ報酬,2023/11/02,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/2xLE0wHiRt.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/fEnV6TNT9y.jpg,毎ターン味方全体のたいりょくが1%回復する,毎ターン味方全体のたいりょくが&color(red){2%}回復する,215,191,231,499,443,536,645,573,693,,
4,あたしのけっさく！,足跡,限定,2023/11/09,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/x_4BAQUdJC.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/WALWDZf0Jn.png,自身の被ダメージが8%減少する~~さらに自身がギブアップ状態でないとき~~自身を除く味方全体の与ダメージが3%増加する,自身の被ダメージが8%減少する~~さらに自身がギブアップ状態でないとき~~自身を除く味方全体の与ダメージが&color(red){5%}増加する,383,178,391,926,430,946,1149,534,1173,,
3,ひんやり雪隠れ♪,青,限定~~イベ報酬,2023/11/30,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/suKBRFaMGN.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/LaX7d4PALr.jpg,地形が寒冷地のとき~~自身が狙われにくくなり、かいひが4％増加する,地形が寒冷地のとき~~自身が狙われにくくなり、かいひが&color(red){5％}増加する,102,271,41,236,629,95,306,813,123,,
4,うつくしさを映す,青,限定,2023/11/30,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/_TPcA6dzhE.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/YDubYntvCA.jpg,自身のたいりょくが100％のとき~~自身の与ダメージが12％増加し、かいひが5％増加する,自身のたいりょくが100％のとき~~自身の与ダメージが&color(red){13％}増加し、かいひが&color(red){6％}増加する,0,413,236,0,999,571,0,1239,708,,
4,勝ったのは…？,足跡,限定,2023/11/30,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/_MPNwJrNa1.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/kokt1PK4YY.jpg,与ダメージが8％増加する~~さらに自身のたいりょくが40％以下のとき~~毎ターン自身のMPが2増加し、たいりょくが3％回復する,与ダメージが&color(red){10％}増加する~~さらに自身のたいりょくが40％以下のとき~~毎ターン自身のMPが2増加し、たいりょくが3％回復する,400,314,173,968,759,418,1200,942,519,,
4,タケノコみつけました～♪,青,限定,2023/12/07,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/Hi_cVh_oH7.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/bB3eemjGKs.jpg,自身のたいりょくが50％以下のとき~~自身の被ダメージが10％減少し~~毎ターンMPが2増加する,自身のたいりょくが50％以下のとき~~自身の被ダメージが10％減少し~~毎ターンMPが&color(red){3}増加する,396,172,393,958,416,951,1188,516,1179,,
3,はじまりのおと,青,配布,2023/12/14,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/dNqHxTaGI6.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/Auy5SJYsLr.jpg,自身が状態異常でないとき~~自身の与ダメージが6％増加する,自身が状態異常でないとき~~自身の与ダメージが&color(red){8％}増加する,236,176,116,548,408,269,708,528,348,,
4,セカイをもっとカザって,足跡,限定~~課金パック,2023/12/24,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/heU0OqDDQ3.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/bql2BUDf0R.png,自身の状態異常の相手に与えるダメージが12%増加する,&color(red){味方全体}の状態異常の相手に与えるダメージが12%増加する,271,274,304,655,663,735,813,822,912,,
3,川のせせらぎ,足跡,限定~~イベ報酬,2023/12/27,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/J29w4gnllb.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/n7XiP_eEYT.png,自身の与ダメージが5%増加し~~毎ターンたいりょくが1%回復する,自身の与ダメージが&color(red){6%}増加し~~毎ターンたいりょくが&color(red){2%}回復する,225,233,161,522,541,373,675,699,483,,
4,隊長さんお手製の！,青,限定,2023/12/27,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/DTg__8w_BQ.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/LOsrnlo17g.png,自身のたいりよくが50%以上のとき~~自身の与ダメージが8%増加し~~自身を除く味方全体のかいひが3%増加する,自身のたいりよくが50%以上のとき~~自身の与ダメージが&color(red){10%}増加し~~自身を除く味方全体のかいひが3%増加する,333,324,194,805,784,469,999,972,582,,
3,福よこいこい！,足跡,限定~~イベ報酬,2024/01/01,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/VLU9MdkQDW.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/MDuxb_78hD.png,自身の攻撃命中率が5%増加する~~さらに自身がギブアップ状態でない時~~自身を除く味方全体の被ダメージが2%減少する,自身の攻撃命中率が&color(red){6%}増加する~~さらに自身がギブアップ状態でない時~~自身を除く味方全体の被ダメージが&color(red){3%}減少する,401,121,117,931,280,271,1203,363,351,,
4,しょうがないわね！,足跡,限定,2024/01/11,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/FwB1C9Zqn0.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/a6ztQ1XB90.png,自身のたいりよくが50%以上のとき~~自身が狙われやすくなり、自身のかいひが7%増加する~~自身のたいりよくが50%以下のとき~~自身が狙われにくくなり、自身の与ダメージが7%増加する,自身のたいりよくが50%以上のとき~~自身が狙われやすくなり、自身のかいひが&color(red){8%}増加する~~自身のたいりよくが50%以下のとき~~自身が狙われにくくなり、自身の与ダメージが&color(red){8%}増加する,108,330,306,261,798,740,324,990,918,,
